"","ref","target","t","match","gold","syn_def","definition","syn_words","syn","pos","id","freq.x","freq.y","synset","target_centrality","ref_centrality","polysemy_target","polysemy_ref","correct","sig","p","corr"
"1102","equal","match","1856","True","-1","be equal to in quality or ability","Relate to/Make equal/equal/match/rival","['equal', 'touch', 'rival', 'match']","Synset('equal.v.02')","vt","01.16.01.11|03","268532","2059402","equal.v.02","13","3","9","2","1","0","0.0711308082556333","-0.478571428571428"
"1103","equalise","match","1856","True","-1","make equal uniform corresponding or matching","Relate to/Make equal/equal/match/rival","['equal', 'match', 'equalize', 'equalise', 'equate']","Synset('equal.v.03')","vt","01.16.01.11|03","268532","259.5","equal.v.03","19","2","9","2",NA,NA,NA,NA
"1104","equalize","match","1856","True","-1","make equal uniform corresponding or matching","Relate to/Make equal/equal/match/rival","['equal', 'match', 'equalize', 'equalise', 'equate']","Synset('equal.v.03')","vt","01.16.01.11|03","268532","5386.5","equal.v.03","19","2","9","2","0","1","0.0120795391759058","0.628571428571428"
"1105","equate","match","1856","True","-1","make equal uniform corresponding or matching","Relate to/Make equal/equal/match/rival","['equal', 'match', 'equalize', 'equalise', 'equate']","Synset('equal.v.03')","vt","01.16.01.11|03","268532","14467","equal.v.03","19","3","9","3","0","0","0.180201988911528","0.571428571428571"
"1106","equilibrise","equilibrate","1882","True","-1","bring into balance or equilibrium","Relate/connect/Be/become equal/balance/be balanced","['balance', 'equilibrate', 'equilibrize', 'equilibrise']","Synset('balance.v.01')","vi","01.16.01.11|05","1458",NA,"balance.v.01","2","1","2","1",NA,NA,NA,NA
"1107","equilibrise","equilibrate","1872","True","-1","bring into balance or equilibrium","Relate to/Make equal/balance","['balance', 'equilibrate', 'equilibrize', 'equilibrise']","Synset('balance.v.01')","vt","01.16.01.11|08","1458",NA,"balance.v.01","2","1","2","1",NA,NA,NA,NA
"1108","equilibrize","equilibrate","1882","True","-1","bring into balance or equilibrium","Relate/connect/Be/become equal/balance/be balanced","['balance', 'equilibrate', 'equilibrize', 'equilibrise']","Synset('balance.v.01')","vi","01.16.01.11|05","1458",NA,"balance.v.01","2","1","2","1",NA,NA,NA,NA
"1109","equilibrize","equilibrate","1872","True","-1","bring into balance or equilibrium","Relate to/Make equal/balance","['balance', 'equilibrate', 'equilibrize', 'equilibrise']","Synset('balance.v.01')","vt","01.16.01.11|08","1458",NA,"balance.v.01","2","1","2","1",NA,NA,NA,NA
"1110","erect","upright","1860","True","-1","upright in position or posture","Placeable/usable in more than one position/Vertical/almost vertical/sheer","['erect', 'vertical', 'upright']","Synset('erect.a.01')","adj","01.12.05.14|02","55448","38239","erect.a.01","5","3","1","1","0","1","4.68062120725077e-05","0.872527472527473"
"1111","erosive","mordant","1870","True","-1","of a substance especially a strong acid capable of destroying or eating away by chemical action","Not in good condition/corroded/corrosive","['caustic', 'corrosive', 'erosive', 'vitriolic', 'mordant']","Synset('caustic.s.02')","adj","01.10.10.02|12.02","595","983","caustic.s.02","3","2","1","2",NA,NA,NA,NA
"1112","erst","erstwhile","1880","True","-1","at a previous time ","Formerly/in the past","['once', 'formerly', 'at_one_time', 'erstwhile', 'erst']","Synset('once.r.03')","adv","01.13.08.04","2012","667","once.r.03","2","1","1","1",NA,NA,NA,NA
"1113","eruct","burp","1940","True","1","expel gas from the stomach","Invest with body/Break wind/belch","['burp', 'bubble', 'belch', 'eruct']","Synset('burp.v.01')","vt","01.02.03.20.06|02","137.5",NA,"burp.v.01","2","2","1","2",NA,NA,NA,NA
"1114","eruct","burp","1932","True","1","expel gas from the stomach","The body/Break wind/belch","['burp', 'bubble', 'belch', 'eruct']","Synset('burp.v.01')","vi","01.02.03.20.06|03","137.5",NA,"burp.v.01","2","2","1","2",NA,NA,NA,NA
"1115","eruct","bubble","1946","True","1","expel gas from the stomach","Invest with body/Break wind/belch/make (a baby) bring up wind","['burp', 'bubble', 'belch', 'eruct']","Synset('burp.v.01')","vt","01.02.03.20.06|02.01","30350",NA,"burp.v.01","9","2","4","2",NA,NA,NA,NA
"1116","eruct","bubble","1942","True","1","expel gas from the stomach","The body/Break wind/belch","['burp', 'bubble', 'belch', 'eruct']","Synset('burp.v.01')","vi","01.02.03.20.06|03","30350",NA,"burp.v.01","9","2","4","2",NA,NA,NA,NA
"1117","eruct","bubble","1942","True","-1","expel gas from the stomach","The body/Break wind/belch","['burp', 'bubble', 'belch', 'eruct']","Synset('burp.v.01')","vi","01.02.03.20.06|03","30350",NA,"burp.v.01","9","2","4","2",NA,NA,NA,NA
"1118","erupt","recrudesce","1896","True","-1","become raw or open","Be in ill-health/Erupt/again","['erupt', 'recrudesce', 'break_out']","Synset('erupt.v.08')","vi","01.03.01.04.07|03",NA,"4202","erupt.v.08","2","8","2","8",NA,NA,NA,NA
"1119","essay","try","1892","True","-1","put to the test as for its quality or give experimental use to","Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']","Synset('test.v.01')","vt","02.02.06.03","2309182.5","446997.5","test.v.01","3","4","5","2","0","0","0.417141437142531","0.272727272727273"
"1120","essay","assay","1922","True","1","make an effort or attempt","Attempt/Try/test/test strength of an organism","['try', 'seek', 'attempt', 'essay', 'assay']","Synset('try.v.01')","vt","01.15.10.01.01|11","59790.5","446997.5","try.v.01","6","3","3","2","0","0","0.77888572605238","-0.119047619047619"
"1121","essay","try","1922","True","1","make an effort or attempt","Attempt/Make experiment of/with/a thing on (a person/thing)","['try', 'seek', 'attempt', 'essay', 'assay']","Synset('try.v.01')","vt","01.15.10.01|02","2309182.5","446997.5","try.v.01","2","3","5","2","1","0","0.955374011815881","0.0238095238095238"
"1122","essentially","basically","1902","True","1","in essence at bottom or by ones or its very nature","By causation/causally/Fundamentally","['basically', 'fundamentally', 'essentially']","Synset('basically.r.01')","adv","01.11.03.03","89912","319518","basically.r.01","1","1","1","1","1","0","0.052181400457058","0.75"
"1123","essentially","basically","1902","True","1","in essence at bottom or by ones or its very nature","Importantly/essentially","['basically', 'fundamentally', 'essentially']","Synset('basically.r.01')","adv","02.02.08|08","89912","319518","basically.r.01","1","1","1","1","1","0","0.052181400457058","0.75"
"1124","establish","launch","1870","True","-1","set up or found","Sell/expose/offer for sale/establish/promote (a product)","['establish', 'set_up', 'found', 'launch']","Synset('establish.v.01')","vt","03.12.12|04.09","74255","1040278","establish.v.01","3","1","4","8","0","1","0.000266012055752251","0.846153846153846"
"1125","estimate","reckon","1876","True","-1","judge to be probable","Enumerate/reckon/calculate/amount/be equal to","['calculate', 'estimate', 'reckon', 'count_on', 'figure', 'forecast']","Synset('calculate.v.02')","vi","01.16.04.06|03","37250.5","606434.5","calculate.v.02","2","7","6","3","1","1","0.0142255785114568","-0.659340659340659"
"1126","evade","bilk","1852","True","-1","escape either physically or mentally","Make safe/secure/Escape from/contrive to escape/evade/a person/slip away from","['elude', 'evade', 'bilk']","Synset('elude.v.01')","vt","01.15.15.03|08.02","50.5","19107","elude.v.01","4","2","4","4",NA,NA,NA,NA
"1127","evaluate","appraise","1864","True","-1","evaluate or estimate the nature quality ability extent or significance of","Measure/estimate measurement/amount","['measure', 'evaluate', 'valuate', 'assess', 'appraise', 'value']","Synset('measure.v.04')","vt","01.16.05|16","6572","390021","measure.v.04","1","1","2","2","0","0","0.732367505236297","0.133333333333333"
"1128","evaporate","melt","1860","True","-1","become less intense and fade away gradually","Become cloudy/overcast/evaporate/be dispersed","['melt', 'disappear', 'evaporate']","Synset('melt.v.06')","vi","01.01.11.02.08|04","75859","8443.5","melt.v.06","7","4","3","4","0","1","0.00123265728680018","0.771428571428571"
"1129","everlasting","perfect","1902","True","1","without qualification used informally as often pejorative intensifiers","Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character","['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']","Synset('arrant.s.01')","adj","01.16.06.03.01|09.02","572577.5","38345.5","arrant.s.01","4","3","1","1","1","0","0.0897240283170913","0.563636363636364"
"1130","everlasting","utter","1874","True","-1","without qualification used informally as often pejorative intensifiers","Pertaining to material worked with/upon/Pertaining to precious metal/silver/pure","['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']","Synset('arrant.s.01')","adj","03.11.12.03.12.04|04.01","66266.5","38345.5","arrant.s.01","5","3","3","1","0","1","2.99870375009957e-06","0.934065934065934"
"1131","everyday","quotidian","1860","True","-1","found in the ordinary course of events","Pertaining to a period/Pertaining to a day/everyday/daily","['everyday', 'mundane', 'quotidian', 'routine', 'unremarkable', 'workaday']","Synset('everyday.s.01')","adj","01.13.04.04|02","322.5","213027","everyday.s.01","1","1","1","3",NA,NA,NA,NA
"1132","everywhere","everyplace","1928","True","1","to or in any or all places everyplace is used informally for everywhere","As regards place/Here/there, etc./everywhere","['everywhere', 'everyplace', 'all_over']","Synset('everywhere.r.01')","adv","01.12.04.02|09","0","199325.5","everywhere.r.01","1","1","1","1",NA,NA,NA,NA
"1133","evidence","demonstrate","1854","True","-1","provide evidence for stand as proof of show by ones behavior attitude or external attributes","Manifest/exhibit (emotions)","['attest', 'certify', 'manifest', 'demonstrate', 'evidence']","Synset('attest.v.01')","vt","02.04.01.07","437461.5","3830809.5","attest.v.01","3","4","4","3","0","1","1.85311213089265e-06","0.914285714285714"
"1134","evidence","demonstrate","1940","True","1","provide evidence for stand as proof of show by ones behavior attitude or external attributes","Manifest/Show to the sight/a new product, statue, etc.","['attest', 'certify', 'manifest', 'demonstrate', 'evidence']","Synset('attest.v.01')","vt","03.09.02.04|05","437461.5","3830809.5","attest.v.01","3","4","4","3","1","1","0.00480466472303207","0.942857142857143"
"1135","evidence","manifest","1898","True","-1","provide evidence for stand as proof of show by ones behavior attitude or external attributes","Be manifest/Demonstrate","['attest', 'certify', 'manifest', 'demonstrate', 'evidence']","Synset('attest.v.01')","vi","03.09.02.04.01.02","108031","3830809.5","attest.v.01","2","4","1","3","1","1","0.0208428536109451","-0.681818181818182"
"1136","evoke","educe","1878","True","-1","deduce a principle or construe a meaning","Cause/bring about/elicit/call forth","['educe', 'evoke', 'elicit', 'extract', 'draw_out']","Synset('educe.v.01')","vt","01.11.03|05","152.5","21813","educe.v.01","1","3","2","5",NA,NA,NA,NA
"1137","evoke","conjure","1862","True","-1","summon into action or bring into existence often as if by magic","Speak/say/utter/Request/ask for/appeal to/invoke","['raise', 'conjure', 'conjure_up', 'invoke', 'evoke', 'stir', 'call_down', 'arouse', 'bring_up', 'put_forward', 'call_forth']","Synset('raise.v.07')","vt","02.07.03.12|14","12255.5","21813","raise.v.07","1","4","3","5","0","0","0.366251460583582","0.286713286713287"
"1138","exactly","precisely","1906","True","-1","just as it should be","Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so","['precisely', 'exactly', 'on_the_nose', 'on_the_dot', 'on_the_button']","Synset('precisely.r.03')","adv","02.07.06.11|02.07","478035.5","1131005.5","precisely.r.03","3","2","3","3","1","1","0.00117353818015546","-0.866666666666667"
"1139","exactly","precisely","1906","True","-1","in a precise manner","Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so","['precisely', 'incisively', 'exactly']","Synset('precisely.r.02')","adv","02.07.06.11|02.07","478035.5","1131005.5","precisely.r.02","2","3","3","3","1","1","0.00117353818015546","-0.866666666666667"
"1140","exactly","precisely","1906","True","-1","indicating exactness or preciseness","Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so","['precisely', 'exactly', 'just']","Synset('precisely.r.01')","adv","02.07.06.11|02.07","478035.5","1131005.5","precisely.r.01","1","1","3","3","1","1","0.00117353818015546","-0.866666666666667"
"1141","examine","try","1892","True","-1","put to the test as for its quality or give experimental use to","Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']","Synset('test.v.01')","vt","02.02.06.03","2309182.5","771100.5","test.v.01","3","5","5","5","0","0","0.258925873684222","0.372727272727273"
"1142","examine","essay","1856","True","-1","put to the test as for its quality or give experimental use to","Attempt/Try/test","['test', 'prove', 'try', 'try_out', 'examine', 'essay']","Synset('test.v.01')","vt","01.15.10.01.01","446997.5","771100.5","test.v.01","4","5","2","5","0","1","0.000219365827727103","0.814285714285714"
"1143","excellent","fantabulous","1958","True","1","very good of the highest quality","Good/Excellent/very excellent/first-rate","['excellent', 'first-class', 'fantabulous', 'splendid']","Synset('excellent.s.01')","adj","02.03.01.06|12",NA,"399640.5","excellent.s.01","1","1","1","1",NA,NA,NA,NA
"1144","exchange","commute","1858","True","-1","exchange or replace with another usually of the same kind or category","Change","['change', 'exchange', 'commute', 'convert']","Synset('change.v.06')","vt","01.13.11","7083.5","1444732","change.v.06","6","13","3","8","1","0","0.747060078104662","-0.2"
"1145","excite","commove","1868","True","-1","cause to be agitated excited or roused","Move in specific manner/Agitate","['agitate', 'rouse', 'turn_on', 'charge', 'commove', 'excite', 'charge_up']","Synset('agitate.v.02')","vt","01.14.02.03",NA,"26438","agitate.v.02","1","4","2","8",NA,NA,NA,NA
"1146","excite","commove","1850","True","-1","cause to be agitated excited or roused","Excite","['agitate', 'rouse', 'turn_on', 'charge', 'commove', 'excite', 'charge_up']","Synset('agitate.v.02')","vt","02.04.08.01",NA,"26438","agitate.v.02","1","4","2","8",NA,NA,NA,NA
"1147","exclaim","shout","1888","True","-1","utter aloud often with surprise horror or joy","Hear/Cry/shout/to animals","['exclaim', 'cry', 'cry_out', 'outcry', 'call_out', 'shout']","Synset('exclaim.v.01')","vt","01.09.09.02.04.04|07","59583","8023","exclaim.v.01","4","1","2","2","1","0","0.130948069507173","-0.461538461538462"
"1148","excogitate","contrive","1856","True","-1","come up with an idea plan explanation theory or principle after a mental effort","Create/make/bring about/devise/contrive/make up/compose/concoct","['invent', 'contrive', 'devise', 'excogitate', 'formulate', 'forge']","Synset('invent.v.01')","vt","01.11.02|06","4829.5","28","invent.v.01","2","1","3","2",NA,NA,NA,NA
"1149","excogitate","contrive","1856","True","-1","come up with an idea plan explanation theory or principle after a mental effort","Intend/Plan/devise/invent/design","['invent', 'contrive', 'devise', 'excogitate', 'formulate', 'forge']","Synset('invent.v.01')","vt","02.05.04.01|13","4829.5","28","invent.v.01","2","1","3","2",NA,NA,NA,NA
"1150","excusably","forgivably","1926","True","1","in an excusable manner or to an excusable degree","According to bounden duty/Making excuse/excusably","['excusably', 'forgivably', 'pardonably']","Synset('excusably.r.01')","adv","03.06.01.02.01.01|02",NA,"54","excusably.r.01","1","1","1","1",NA,NA,NA,NA
