target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
salve,salvage,1872,True,-1,save from ruin destruction or harm,Be pleased with/Be relieved of/console/relieve,"['salvage', 'salve', 'relieve', 'save']",Synset('salvage.v.01'),vt,02.04.10.07|02
salve,relieve,1872,True,-1,save from ruin destruction or harm,Be pleased with/Be relieved of/console/relieve,"['salvage', 'salve', 'relieve', 'save']",Synset('salvage.v.01'),vt,02.04.10.07|02
salve,save,1872,True,-1,save from ruin destruction or harm,Be pleased with/Be relieved of/console/relieve,"['salvage', 'salve', 'relieve', 'save']",Synset('salvage.v.01'),vt,02.04.10.07|02
acerb,acerbic,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,acid,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,acrid,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,bitter,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,blistering,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,caustic,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,sulfurous,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,sulphurous,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,virulent,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
acerb,vitriolic,1872,True,-1,harsh or corrosive in tone,Angry/Sour/bitter/of speech/speaker,"['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']",Synset('acerb.s.02'),adj,02.04.12.05.05.02|01
fond,adoring,1872,True,-1,extravagantly or foolishly loving and indulgent,Loving/Doting/infatuatedly fond/cherished with unreasoning affection,"['adoring', 'doting', 'fond']",Synset('adoring.s.02'),adj,02.04.13.06.01|02
fond,doting,1872,True,-1,extravagantly or foolishly loving and indulgent,Loving/Doting/infatuatedly fond/cherished with unreasoning affection,"['adoring', 'doting', 'fond']",Synset('adoring.s.02'),adj,02.04.13.06.01|02
volunteer,offer,1872,True,-1,agree freely,Give/Offer/offer to give/supply,"['volunteer', 'offer']",Synset('volunteer.v.02'),vt,02.06.12.06|12
reflex,automatic,1872,True,-1,without volition or conscious control,Pertaining to linguistics/Pertaining to other categories/concepts/reflexive,"['automatic', 'reflex', 'reflexive']",Synset('automatic.s.03'),adj,02.07.04.01.10|03
reflex,reflexive,1872,True,-1,without volition or conscious control,Pertaining to linguistics/Pertaining to other categories/concepts/reflexive,"['automatic', 'reflex', 'reflexive']",Synset('automatic.s.03'),adj,02.07.04.01.10|03
ruffle,shuffle,1872,True,-1,mix so as to make a random order or arrangement,Entertain/Play a card/actions/tactics/deal/shuffle/cut,"['shuffle', 'ruffle', 'mix']",Synset('shuffle.v.03'),vt,03.13.01.05.02.07|04.02
ruffle,mix,1872,True,-1,mix so as to make a random order or arrangement,Entertain/Play a card/actions/tactics/deal/shuffle/cut,"['shuffle', 'ruffle', 'mix']",Synset('shuffle.v.03'),vt,03.13.01.05.02.07|04.02
stricken,smitten,1872,True,-1,used in combination affected by something overwhelming,Pertaining to the Arts/Sound of instruments/strummed /struck,"['smitten', 'stricken', 'struck']",Synset('smitten.s.01'),adj,03.13.03.02.01.01|05
stricken,struck,1872,True,-1,used in combination affected by something overwhelming,Pertaining to the Arts/Sound of instruments/strummed /struck,"['smitten', 'stricken', 'struck']",Synset('smitten.s.01'),adj,03.13.03.02.01.01|05
riming,rhymed,1872,True,-1,having corresponding sounds especially terminal sounds,Pertaining to the Arts/Rhymed/rhyming,"['rhymed', 'rhyming', 'riming']",Synset('rhymed.a.01'),adj,03.13.03.04.06.04.01
riming,rhyming,1872,True,-1,having corresponding sounds especially terminal sounds,Pertaining to the Arts/Rhymed/rhyming,"['rhymed', 'rhyming', 'riming']",Synset('rhymed.a.01'),adj,03.13.03.04.06.04.01
riming,rhymed,1872,True,-1,having corresponding sounds especially terminal sounds,Pertaining to the Arts/Rhymed/rhyming/that makes a rhyme,"['rhymed', 'rhyming', 'riming']",Synset('rhymed.a.01'),adj,03.13.03.04.06.04.01|04
riming,rhyming,1872,True,-1,having corresponding sounds especially terminal sounds,Pertaining to the Arts/Rhymed/rhyming/that makes a rhyme,"['rhymed', 'rhyming', 'riming']",Synset('rhymed.a.01'),adj,03.13.03.04.06.04.01|04
cover,treat,1874,True,-1,act on verbally or in some form of artistic expression,Treat/process textile fabric/print,"['cover', 'treat', 'handle', 'plow', 'deal', 'address']",Synset('cover.v.05'),vt,01.08.01.15.03.01.01|08
cover,handle,1874,True,-1,act on verbally or in some form of artistic expression,Treat/process textile fabric/print,"['cover', 'treat', 'handle', 'plow', 'deal', 'address']",Synset('cover.v.05'),vt,01.08.01.15.03.01.01|08
cover,plow,1874,True,-1,act on verbally or in some form of artistic expression,Treat/process textile fabric/print,"['cover', 'treat', 'handle', 'plow', 'deal', 'address']",Synset('cover.v.05'),vt,01.08.01.15.03.01.01|08
cover,deal,1874,True,-1,act on verbally or in some form of artistic expression,Treat/process textile fabric/print,"['cover', 'treat', 'handle', 'plow', 'deal', 'address']",Synset('cover.v.05'),vt,01.08.01.15.03.01.01|08
cover,address,1874,True,-1,act on verbally or in some form of artistic expression,Treat/process textile fabric/print,"['cover', 'treat', 'handle', 'plow', 'deal', 'address']",Synset('cover.v.05'),vt,01.08.01.15.03.01.01|08
illume,light,1874,True,-1,make lighter or brighter,Shine/Illuminate,"['light', 'illume', 'illumine', 'light_up', 'illuminate']",Synset('light.v.01'),vt,01.10.08.04
illume,illumine,1874,True,-1,make lighter or brighter,Shine/Illuminate,"['light', 'illume', 'illumine', 'light_up', 'illuminate']",Synset('light.v.01'),vt,01.10.08.04
illume,light_up,1874,True,-1,make lighter or brighter,Shine/Illuminate,"['light', 'illume', 'illumine', 'light_up', 'illuminate']",Synset('light.v.01'),vt,01.10.08.04
illume,illuminate,1874,True,-1,make lighter or brighter,Shine/Illuminate,"['light', 'illume', 'illumine', 'light_up', 'illuminate']",Synset('light.v.01'),vt,01.10.08.04
shape,form,1874,True,-1,make something usually for a specific function,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form', 'work', 'mold', 'mould', 'forge']",Synset('shape.v.02'),vt,01.11.02|04.04
shape,work,1874,True,-1,make something usually for a specific function,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form', 'work', 'mold', 'mould', 'forge']",Synset('shape.v.02'),vt,01.11.02|04.04
shape,mold,1874,True,-1,make something usually for a specific function,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form', 'work', 'mold', 'mould', 'forge']",Synset('shape.v.02'),vt,01.11.02|04.04
shape,mould,1874,True,-1,make something usually for a specific function,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form', 'work', 'mold', 'mould', 'forge']",Synset('shape.v.02'),vt,01.11.02|04.04
shape,forge,1874,True,-1,make something usually for a specific function,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form', 'work', 'mold', 'mould', 'forge']",Synset('shape.v.02'),vt,01.11.02|04.04
shape,form,1874,True,-1,give shape or form to,Create/make/bring about/fashion/shape/form/something immaterial,"['shape', 'form']",Synset('shape.v.03'),vt,01.11.02|04.04
curt,brusque,1874,True,-1,marked by rude or peremptory shortness,Extending in space/Short/specifically of immaterial things,"['brusque', 'brusk', 'curt', 'short']",Synset('brusque.s.01'),adj,01.12.02.04.03.01|01
curt,brusk,1874,True,-1,marked by rude or peremptory shortness,Extending in space/Short/specifically of immaterial things,"['brusque', 'brusk', 'curt', 'short']",Synset('brusque.s.01'),adj,01.12.02.04.03.01|01
curt,short,1874,True,-1,marked by rude or peremptory shortness,Extending in space/Short/specifically of immaterial things,"['brusque', 'brusk', 'curt', 'short']",Synset('brusque.s.01'),adj,01.12.02.04.03.01|01
bow,crouch,1874,True,-1,bend ones back forward from the waist on down,Shape/give shape to/Curve/bend,"['crouch', 'stoop', 'bend', 'bow']",Synset('crouch.v.01'),vt,01.12.03.06
bow,stoop,1874,True,-1,bend ones back forward from the waist on down,Shape/give shape to/Curve/bend,"['crouch', 'stoop', 'bend', 'bow']",Synset('crouch.v.01'),vt,01.12.03.06
bow,bend,1874,True,-1,bend ones back forward from the waist on down,Shape/give shape to/Curve/bend,"['crouch', 'stoop', 'bend', 'bow']",Synset('crouch.v.01'),vt,01.12.03.06
some,approximately,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,about,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,close_to,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,just_about,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,roughly,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,more_or_less,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,around,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
some,or_so,1874,True,-1,of quantities imprecise but fairly close to correct,Particular time/at a particular/certain time/approximately,"['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']",Synset('approximately.r.01'),adv,01.13.03|01.02
jerk,twitch,1874,True,-1,move with abrupt seemingly uncontrolled motions,Move in specific manner/Make sudden movement/make spasmodic movement/twitch,"['jerk', 'twitch']",Synset('jerk.v.02'),vi,01.14.02.01|07.01
jerk,twitch,1874,True,-1,make an uncontrolled short jerky motion,Move in specific manner/Make sudden movement/make spasmodic movement/twitch,"['twitch', 'jerk']",Synset('twitch.v.01'),vi,01.14.02.01|07.01
progress,come_on,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,come_along,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,advance,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,get_on,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,get_along,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,shape_up,1874,True,-1,develop in a positive way,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['progress', 'come_on', 'come_along', 'advance', 'get_on', 'get_along', 'shape_up']",Synset('progress.v.01'),vt,01.14.05.04|05
progress,advance,1874,True,-1,move forward also in the metaphorical sense,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['advance', 'progress', 'pass_on', 'move_on', 'march_on', 'go_on']",Synset('advance.v.01'),vt,01.14.05.04|05
progress,pass_on,1874,True,-1,move forward also in the metaphorical sense,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['advance', 'progress', 'pass_on', 'move_on', 'march_on', 'go_on']",Synset('advance.v.01'),vt,01.14.05.04|05
progress,move_on,1874,True,-1,move forward also in the metaphorical sense,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['advance', 'progress', 'pass_on', 'move_on', 'march_on', 'go_on']",Synset('advance.v.01'),vt,01.14.05.04|05
progress,march_on,1874,True,-1,move forward also in the metaphorical sense,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['advance', 'progress', 'pass_on', 'move_on', 'march_on', 'go_on']",Synset('advance.v.01'),vt,01.14.05.04|05
progress,go_on,1874,True,-1,move forward also in the metaphorical sense,Cause to move in a direction/Move/cause to move forward/advance/move (a thing) forward,"['advance', 'progress', 'pass_on', 'move_on', 'march_on', 'go_on']",Synset('advance.v.01'),vt,01.14.05.04|05
unproven,unproved,1874,True,-1,not proved,Pertaining to belief/That cannot be established/unproved,"['unproved', 'unproven']",Synset('unproved.a.01'),adj,02.01.13.08.05.01.01|01
demoralize,corrupt,1874,True,-1,corrupt morally or by intemperance or sensuality,Do wrong/Corrupt,"['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']",Synset('corrupt.v.01'),vt,02.03.05.10
demoralize,pervert,1874,True,-1,corrupt morally or by intemperance or sensuality,Do wrong/Corrupt,"['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']",Synset('corrupt.v.01'),vt,02.03.05.10
demoralize,subvert,1874,True,-1,corrupt morally or by intemperance or sensuality,Do wrong/Corrupt,"['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']",Synset('corrupt.v.01'),vt,02.03.05.10
demoralize,demoralise,1874,True,-1,corrupt morally or by intemperance or sensuality,Do wrong/Corrupt,"['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']",Synset('corrupt.v.01'),vt,02.03.05.10
